id~name~category_id~mark_id
52333~Fiat 500~1~5166
52246~Fiat 595~1~5166
953~CL~1~98
30098~EL~1~98
38293~ILX~1~98
954~Integra~1~98
1938~Legend~1~98
955~MDX~1~98
956~NSX~1~98
1939~RDX~1~98
957~RL~1~98
42241~RLX~1~98
958~RSX~1~98
1940~SLX~1~98
959~TL~1~98
44156~TLX~1~98
39034~TSX~1~98
1941~Vigor~1~98
3552~ZDX~1~98
40859~Stromform~1~2396
39793~Trumpf~1~2396
52241~30~1~5165
8~400~1~2
9~500~1~2
52001~City~1~2
36399~Scouty~1~2
1683~1333~1~3
10~145~1~3
11~146~1~3
12~147~1~3
1962~149~1~3
13~155~1~3
14~156~1~3
1959~159~1~3
16~164~1~3
17~166~1~3
1961~169~1~3
1956~2600~1~3
18~33~1~3
44307~4C~1~3
40529~6 (119)~1~3
19~75~1~3
20~90~1~3
21~Alfasud~1~3
22~Alfetta~1~3
1952~AR~1~3
23~Arna~1~3
1960~Brera~1~3
32646~Crosswagon~1~3
1709~Das~1~3
1954~Giulia~1~3
24~Giulietta~1~3
25~Gold Cloverleaf~1~3
961~GT~1~3
1955~GTA~1~3
26~GTV~1~3
1638~Imola~1~3
1963~Junior~1~3
3176~Mito~1~3
1958~Montreal~1~3
28~Spider~1~3
29~Sprint~1~3
49962~Stelvio~1~3
30~SZ~1~3
984~A110~1~100
985~A310~1~100
986~A610~1~100
44193~2E~1~3988
57655~Matador~1~5821
57293~Quick 2000~1~5769
53046~Sapphire~1~5276
989~10~1~101
36415~104~1~101
990~24~1~101
40298~240~1~101
38427~243~1~101
37143~244~1~101
44698~245~1~101
45275~246~1~101
32863~461~1~101
991~Spartana~1~101
37185~GT~1~3105
31584~Cosmos~1~4
31~Rocsta~1~4
30274~Topic~1~4
30787~Towner~1~4
57451~YBL5040XXY~1~5793
57420~YBL6531QP~1~5793
57421~YBL6531QP1~1~5793
993~Bulldog~1~5
36107~Cygnet~1~5
49820~DB11~1~5
61469~DB11 Volante~1~5
32~DB7~1~5
963~DB9~1~5
3207~DBS~1~5
59996~DBS Superleggera~1~5
61470~DBS Superleggera Volante~1~5
60742~DBX~1~5
33~Lagonda~1~5
57371~Lagonda Taraf~1~5
30262~Rapide~1~5
994~Tick~1~5
995~Tickford Capri~1~5
962~V12~1~5
34~V8~1~5
3145~V8 Vantage~1~5
35~Vanquish~1~5
36~Vantage~1~5
37~Virage~1~5
38~Volante~1~5
54845~Vulcan~1~5
996~Zagato~1~5
60427~RR Turbo~1~6160
39~100~1~6
41~200~1~6
61284~4000~1~6
43274~50~1~6
61285~5000~1~6
43~80~1~6
44~90~1~6
31914~A1~1~6
45~A2~1~6
46~A3~1~6
59425~A3 Sportback~1~6
47~A4~1~6
3457~A4 Allroad~1~6
2032~A5~1~6
49~A6~1~6
3460~A6 Allroad~1~6
32378~A7~1~6
51~A8~1~6
52~Allroad~1~6
52863~Coupe~1~6
56328~e-tron~1~6
60267~e-tron GT~1~6
60665~e-tron Sportback~1~6
61287~Front 225 ~1~6
49591~Q2~1~6
35548~Q3~1~6
60289~Q4~1~6
3222~Q5~1~6
1943~Q7~1~6
54664~Q8~1~6
2263~R8~1~6
44182~RS Q3~1~6
61203~RS Q8~1~6
54303~RS2~1~6
35281~RS3~1~6
60~RS4~1~6
32945~RS5~1~6
58~RS6~1~6
44161~RS7~1~6
30336~S2~1~6
61~S3~1~6
62~S4~1~6
2814~S5~1~6
64~S6~1~6
40988~S7~1~6
66~S8~1~6
56346~SQ2~1~6
44183~SQ5~1~6
49206~SQ7~1~6
59400~SQ8~1~6
1837~TT~1~6
33483~TT RS~1~6
3452~TTS~1~6
61286~Union~1~6
69~V8~1~6
70~Allegro~1~7
71~Ambassador~1~7
36793~FX~1~7
72~Maestro~1~7
73~Maxi~1~7
74~Maxi 2~1~7
75~Metro~1~7
76~Mini~1~7
77~Mini Classic~1~7
997~Mini MK~1~7
78~Montego~1~7
998~Montego Kombi~1~7
79~Princess~1~7
999~Princess 2~1~7
30712~Rover~1~7
46306~3000~1~4355
1000~A 112~1~102
1751~31~1~2077
61964~EU5~1~55051
61738~EV160~1~55051
61003~E100~1~6228
61002~E200~1~6228
52930~New Energy~1~5245
32870~1001~1~103
36785~1990~1~103
1001~B1000~1~103
34313~VEB~1~103
49390~BJ1021ME~1~1540
48553~Hiace Minibus~1~1540
36439~Land King~1~1540
28174~Luling~1~1540
37559~Reach~1~1540
1004~BJ 2020~1~105
42866~BJ 2021~1~105
53603~BJ 2031~1~105
47373~BW4Y~1~105
57673~Cherokee BJ 2021E~1~105
32533~Land King~1~105
80~Arnage~1~8
81~Azure~1~8
46383~Bentayga~1~8
82~Brooklands~1~8
83~Continental~1~8
965~Continental GT~1~8
47199~Continental GT V8~1~8
47200~Continental GT V8 S~1~8
38507~Continental Supersports~1~8
84~Corniche~1~8
85~Eight~1~8
40944~Flying Spur~1~8
47197~Flying Spur V8~1~8
37007~Mark VI~1~8
86~Mulsanne~1~8
33274~S 1~1~8
32345~S 2~1~8
87~Series II~1~8
37561~Speed 8~1~8
31519~T 1~1~8
31518~T 2~1~8
88~Turbo R~1~8
89~Turbo RT~1~8
1005~Freeclimber~1~106
37371~evA-2~1~3127
58597~evA-3~1~3127
38145~evA-4~1~3127
37370~evA-5~1~3127
1007~TF 2000 MK1~1~108
2161~1 Series~1~9
54567~114~1~9
34670~116~1~9
34671~118~1~9
34672~120~1~9
34673~123~1~9
34674~125~1~9
52094~128~1~9
34675~130~1~9
34676~135~1~9
36539~140~1~9
48926~1502~1~9
47380~1602~1~9
43023~2 Series~1~9
44594~2 Series Active Tourer~1~9
60508~2 Series Gran Coupe~1~9
61149~2 Series Gran Tourer~1~9
48925~2000~1~9
47386~2002~1~9
54572~216~1~9
54568~218~1~9
54569~220~1~9
54576~225~1~9
54573~228~1~9
54753~230~1~9
54574~235~1~9
54570~240~1~9
3219~3 Series~1~9
43029~3 Series GT~1~9
37454~315~1~9
30851~316~1~9
31612~318~1~9
31611~320~1~9
37389~321~1~9
34677~323~1~9
30687~324~1~9
29713~325~1~9
44061~326~1~9
31661~328~1~9
34678~330~1~9
34679~335~1~9
35568~340~1~9
42495~4 Series~1~9
44037~4 Series Gran Coupe~1~9
54577~418~1~9
42498~420~1~9
54578~425~1~9
42496~428~1~9
52903~430~1~9
42497~435~1~9
54321~440~1~9
2319~5 Series~1~9
44727~5 Series GT~1~9
33648~518~1~9
31887~520~1~9
61009~520 GT~1~9
31729~523~1~9
33656~524~1~9
32251~525~1~9
32647~528~1~9
60887~528i GT~1~9
32644~530~1~9
61010~530 GT~1~9
33251~535~1~9
61064~535 GT~1~9
34238~540~1~9
32696~545~1~9
34712~550~1~9
61188~550 GT~1~9
3218~6 Series~1~9
39420~6 Series Gran Coupe~1~9
52144~6 Series GT~1~9
34723~628~1~9
34724~630~1~9
34725~633~1~9
34726~635~1~9
34729~640~1~9
34727~645~1~9
34728~650~1~9
18490~7 Series~1~9
34733~725~1~9
32124~728~1~9
33413~730~1~9
34732~732~1~9
34731~735~1~9
31886~740~1~9
33436~745~1~9
3217~750~1~9
34730~760~1~9
94~8 Series~1~9
59451~8 Series Gran Coupe~1~9
54672~840~1~9
905~850~1~9
54910~Active Hybrid 3~1~9
54926~Active Hybrid 5~1~9
47382~Active Hybrid 7~1~9
906~Alpina~1~9
33383~Dixi~1~9
44838~I3~1~9
44537~I8~1~9
32380~Isetta~1~9
61275~iX3~1~9
1907~M Series~1~9
95~M1~1~9
44856~M2~1~9
3292~M3~1~9
44857~M4~1~9
3213~M5~1~9
3592~M6~1~9
59544~M6 Gran Coupe~1~9
59450~M8~1~9
60512~M8 Gran Coupe~1~9
47379~Neue Klasse~1~9
51977~R 1150~1~9
34734~X Series~1~9
3597~X1~1~9
42029~X2~1~9
1866~X3~1~9
57774~X3 M~1~9
43735~X4~1~9
57775~X4 M~1~9
96~X5~1~9
3158~X5 M~1~9
2153~X6~1~9
3442~X6 M~1~9
49169~X7~1~9
42030~Z Series~1~9
97~Z1~1~9
98~Z3~1~9
3223~Z3 M~1~9
99~Z4~1~9
59518~Z4 M~1~9
100~Z8~1~9
971~B3~1~99
53114~B4~1~99
53115~B5~1~99
973~B7~1~99
61582~B1~1~6310
61583~B2~1~6310
52912~Hansa~1~5240
24939~BS2~1~329
24940~BS4~1~329
24938~BS6~1~329
24941~FRV~1~329
24942~FSV~1~329
24943~Jinbei~1~329
2313~M 1~1~329
2314~M 2~1~329
24944~M3~1~329
101~412~1~10
102~603~1~10
103~Beaufighter~1~10
104~Blenheim~1~10
105~Brigand~1~10
106~Britannia~1~10
966~Fighter~1~10
967~Speedster~1~10
60505~Centodieci~1~109
51079~Chiron~1~109
1008~EB 110~1~109
1009~EB 112~1~109
46516~Galibier~1~109
32266~Veyron~1~109
47714~Cascada~1~110
1010~Century~1~110
49460~Eight~1~110
43544~Electra~1~110
2740~Enclave~1~110
3225~Enclave USA~1~110
42126~Encore~1~110
2324~Encore GX~1~110
51411~Envision~1~110
1011~GL 8~1~110
1012~LaCrosse~1~110
3226~LaCrosse USA~1~110
1013~LE Sabre~1~110
39643~Limitet~1~110
2741~LuCerne~1~110
1014~Park Avenue~1~110
1015~Rainer~1~110
1016~Reatta~1~110
1017~Regal~1~110
45036~Regal GS~1~110
61721~Regal TourX~1~110
1018~Rendezvous~1~110
1019~Riviera~1~110
31760~Roadmaster~1~110
43636~Skyhawk~1~110
3399~Skylark~1~110
36548~Special~1~110
42750~Super~1~110
61965~Velite 6 Plus~1~110
48446~Verano~1~110
3679~Wildcat~1~110
25290~e2~1~386
36945~E6~1~386
59899~EV535~1~386
34601~F0~1~386
2890~F3~1~386
37016~F3R~1~386
36942~F6~1~386
2891~F8~1~386
2893~Flyer~1~386
36943~G3~1~386
40271~G6~1~386
2892~M6~1~386
44457~New F3~1~386
48448~S3~1~386
36944~S6~1~386
28318~Yuan~1~386
61213~K-Byte~1~6260
61214~M-Byte~1~6260
1020~Allante~1~11
40104~ATS~1~11
61982~ATS-V~1~11
37499~BLS~1~11
1021~Brougham~1~11
54556~Calais~1~11
1022~Catera~1~11
35636~Cimarron~1~11
35775~Convertible~1~11
61690~CT4~1~11
61691~CT4-V~1~11
61692~CT5~1~11
61693~CT5-V~1~11
48788~CT6~1~11
61694~CT6-V~1~11
1023~CTS~1~11
33947~CTS-V Coupe~1~11
1024~DE Ville~1~11
31602~DTS~1~11
1025~Eldorado~1~11
43826~ELR~1~11
1026~Escalade~1~11
42680~Eureka~1~11
1027~Evoq~1~11
32737~Fleetwood~1~11
1028~LSE~1~11
60872~Series 62~1~11
107~Seville~1~11
1029~SRX~1~11
2374~STS~1~11
1030~Vizon~1~11
1031~XLR~1~11
54122~XT4~1~11
47630~XT5~1~11
59871~XT6~1~11
39212~XTS~1~11
38003~21~1~3221
38002~7~1~3221
38228~Classic~1~3221
3523~Benni~1~407
33970~SC~1~407
34872~Benni~1~1580
41231~Ideal~1~1580
28577~Jiexun~1~1580
28576~SC~1~1580
42617~V3 EV~1~1580
50936~CH1012L~1~1567
33953~Freedom~1~1567
28468~Ideal~1~1567
28499~Ideal II~1~1567
34873~A13~1~190
33276~A15~1~190
2087~Amulet~1~190
47623~Arrizo 3~1~190
47246~Arrizo 7~1~190
36430~B11~1~190
34649~Beat~1~190
2788~CrossEastar~1~190
39232~E 5~1~190
2368~Eastar~1~190
2537~Elara~1~190
33040~eQ1~1~190
1900~Flagcloud~1~190
44181~Fora~1~190
2789~Jaggi~1~190
33039~Jetour ~1~190
61866~Jetour X70~1~190
2790~Karry~1~190
2637~Kimo~1~190
32960~M~1~190
33041~M11~1~190
1901~Oriental Son~1~190
1899~QQ~1~190
32393~Riich~1~190
2532~SQR~1~190
1902~Tiggo~1~190
53598~Tiggo 2~1~190
49458~Tiggo 3~1~190
61571~Tiggo 3xe~1~190
56611~Tiggo 4~1~190
49459~Tiggo 5~1~190
53443~Tiggo 7~1~190
59782~TIggo 8~1~190
61637~Tiggo e~1~190
