id~name~category_id
3~Седан~1
5~Внедорожник / Кроссовер~1
8~Минивэн~1
4~Хэтчбек~1
2~Универсал~1
6~Купе~1
254~Легковой фургон (до 1,5 т)~1
7~Кабриолет~1
9~Пикап~1
307~Лифтбек~1
252~Лимузин~1
28~Другой~1
315~Родстер~1
43~Вездеход-амфибия~2
44~Гольф-кар~2
56~Другое~2
45~Картинг~2
41~Квадроцикл  утилитарный~2
36~Квадроцикл детский~2
39~Квадроцикл спортивный~2
35~Квадроциклы~2
12~Макси-скутер~2
33~Мини крос (Питбайк)~2
31~Мини мотоциклы~2
32~Мини спорт~2
58~Мопеды~2
42~Мотовездеход~2
15~Мотоцикл Без обтекателей (Naked bike)~2
21~Мотоцикл Внедорожный (Enduro)~2
30~Мотоцикл Кастом~2
14~Мотоцикл Классик~2
19~Мотоцикл Кросс~2
24~Мотоцикл Круизер~2
25~Мотоцикл Многоцелевой (All-round)~2
29~Мотоцикл с коляской~2
17~Мотоцикл Спорт-туризм~2
22~Мотоцикл Супермото (Motard)~2
20~Мотоцикл Триал~2
16~Мотоцикл Туризм~2
23~Мотоцикл Чоппер~2
13~Мотоциклы~2
11~Скутер / Мотороллер~2
46~Снегоход~2
18~Спортбайк~2
57~Трайк~2
34~Трицикл~2
306~RIB~3
53~Гидроцикл спортивный~3
55~Гидроцикл туристический~3
51~Гидроциклы~3
64~Другое~3
304~Земcнаряд~3
61~Катер~3
59~Лодка~3
60~Лодочный мотор~3
62~Моторная яхта~3
63~Парусная яхта~3
90~Аварийно-ремонтные машины~4
124~Автовышка~4
89~Автогрейдер~4
87~Автокран~4
137~Автомобиль скорой помощи~4
92~Асфальтозавод~4
93~Асфальтоукладчик~4
135~Багги / Гоночный автомобиль~4
88~Башенный кран~4
145~Бетономешалка (Миксер)~4
95~Бетононасос~4
96~Бетоноукладчик~4
138~Бронированный автомобиль~4
86~Бульдозер~4
98~Буровая установка~4
133~Вездеход~4
336~Вилочный погрузчик~4
109~Вилочный погрузчик / Штабелер~4
305~Гастрономия~4
406~Грохот вибрационный~4
91~Гудронатор~4
332~Гусеничный экскаватор~4
100~Дорожный каток~4
362~Драглайн~4
367~Дробильная установка, дробилка~4
140~Другая спецтехника~4
107~Другая строительная техника~4
368~Затирочная машина для стяжки и бетона~4
361~Земснаряд~4
126~Илососная машина~4
128~Каналопромывочная машина~4
308~Катафалк~4
403~Каток грунтовый~4
374~Коленчатый подьемник~4
331~Колесный экскаватор~4
121~Коммунальная техника~4
101~Компрессор~4
120~Контейнерный погрузчик~4
299~Кран-манипулятор~4
366~Малогабаритная буровая установка (мини)~4
122~Машина аварийно-ремонтная "МАВР"~4
125~Машина ассенизатор (вакуумная)~4
402~Мини земснаряд~4
116~Минипогрузчик~4
84~Миниэкскаватор~4
102~Мотопомпа / Насос~4
127~Мусоровоз~4
364~Ножничный подъемник~4
129~Пескоразбрасывающая машина~4
114~Погрузчики~4
401~Подъемник телескопический~4
111~Подьемник~4
142~Пожарная машина~4
373~Прицепной мини экскаватор~4
324~Ремонтно-мастерской фургон~4
103~Ресайклер~4
405~Рокла, ручна гидравлическа тележка ~4
99~Сваебой / Дизельный молот~4
146~Скрепер~4
131~Снегоуборочная машина~4
136~Специальный автобус~4
132~Спецтранспорт~4
80~Строительная техника~4
118~Телескопический погрузчик~4
384~Трактор~4
365~Трамбовщик (Вибронога)~4
363~Траншеекопатель~4
328~Трубоукладчик~4
130~Уборочная машина~4
123~Уборочно-поливочные автомобили~4
329~Уплотнитель~4
